mu_g,k_g,mu_i,k_i
4.078431309657651,2.451300021394978,4.862543018644327,13.4341230843603
4.028812462974085,3.009381337358517,4.8074615066893,13.293519430991012
4.458246788880795,2.532619883153273,4.98251487257267,16.201763066727178
3.726529518813803,2.6697115559017894,4.842708990094842,10.505173516106833
4.000638691924025,2.788263323868927,4.732613151209532,10.951891254360577
4.336236721492354,2.4946363605448165,4.884896717939834,10.345617135021579
4.2978501116037675,3.0134516163772003,4.870837219057628,10.7332543829379
4.18824808529146,3.678882551336315,5.051346581053496,14.527587636923991
4.090328662046328,2.8594024811774204,4.803439163081114,14.197898230404713
4.004252505208527,2.970810309730782,4.9090876239967995,14.301958399825807
4.6871317565427475,3.1618279302056047,4.995642104779351,12.809224401953353
3.5468604869375153,2.658592744875134,4.637023391292944,13.664496247574542
3.5468604869375153,2.658592744875134,4.637023391292944,13.664496247574542
4.200092162313498,3.1227529059280688,4.633705919888337,14.922775370383823
3.791313282462558,3.2978389220404383,4.550306219323764,13.438986497132298
3.7274210011958737,1.7990662782993445,4.866560406482762,14.95013861504231
4.20127325492142,2.190871044869769,4.91498886754687,11.030325225147708
4.092030903751911,3.3820854231188417,4.806612645642311,12.44088702470498
3.9785562010618256,3.0672250546056996,4.80316297149431,12.308827553662022
4.0253001033269395,3.054919073100473,4.8763741501038025,10.911476981818845
4.253588544337048,2.670722303214236,4.936255264235489,14.480183156786856
4.094761911660454,2.905005314766543,4.831674133910144,11.987960301083001
3.906107938066472,2.5828210983366806,4.799249631432408,9.982046125381018
3.693813256400028,2.2182126748796946,4.685775550022991,9.78568084882771
4.300747244716071,2.860255151644067,4.936670064974273,13.967890586185598
3.72113177958647,2.5088962559442898,4.72555398205152,12.296212750030186
4.012645869724842,2.8952478750486184,4.650098787619852,13.337896112390398
3.713644779061883,2.7986362355739636,4.8081908996362115,12.65529830273037
4.236604646305999,2.925782346659326,4.876380081872272,14.581835689598536
3.994188929599551,2.685777637270548,4.922364973781431,12.813879751153387
3.9976911945525773,2.634518202366227,4.952168540669586,14.192500334164318
4.304940536615012,3.376356626901726,4.948028699450978,13.845059545965176
3.5668412878942024,2.0439748134444837,4.738526637883438,15.821028519986047
3.9868465274003264,3.56967890503336,4.835892524225128,11.701051935492368
3.915108204192212,2.3385171702553635,4.871952391344279,11.176001870418467
3.7548333631566853,2.4368406185441622,4.69871562082036,11.980106428053297
4.257966759290096,2.822980440320597,4.89432471330554,13.545419959315629
4.087460093432219,3.3518425929091125,4.889418337313506,13.223845608837175
3.9936594398536527,2.9358036348615237,4.865704651321801,11.52595188049167
4.043807039261344,2.848677558528458,4.6913294377990455,13.742905189566551
4.020801272828483,3.0974738199019085,4.888989073958073,14.801324186708428
4.0746587577563975,2.318405508921501,4.768964957486849,17.216515652379808
3.6365632250408058,3.5053697938028368,4.833520181552878,13.17765082865285
4.396824806528564,2.248943287220453,4.762564508136684,12.53842907984938
4.18832136972433,2.1939629816640744,5.030014317449155,13.217700264440282
3.913169713434027,1.974530684346072,4.8377973945138635,11.919303765172808
3.6825901953344387,5.0278721219087705,4.874651927394659,12.991523261493708
3.665571006928058,1.8854810194756653,4.670490958414491,15.625209974088412
4.217559223036229,3.495808846400728,4.933205100502491,17.156667244188387
4.5362381222055745,2.1302832349896885,4.870212209282672,12.842987215157734
4.788132477367175,2.4544918882496094,4.865604291662287,15.60628317473827
4.8070414005000215,2.193482319524645,4.7213383015903725,15.67567033639367
4.059167281253997,3.020683555480998,4.856399341059045,12.542278295800719
3.874399515696298,2.1159661838415773,4.793685820804234,14.136056062122222
4.0345930796659655,3.514115477565925,4.835758295260352,15.557370205014609
4.447593316207768,2.05881676209732,4.754004203252382,11.023904911604683
4.312651486614922,2.1007148579048662,4.578325165830623,10.6233181262744
3.5721446174579854,3.3088450750931084,5.023472510290837,13.371026440192345
3.91682347540721,2.526816741585623,4.606828915426516,15.42038007952698
3.7321935261143713,2.439301522771431,4.911735608714372,13.497347619766268
4.370424307508408,3.630302122472432,4.920466815938985,12.53537007000997
4.470704222332602,2.1003045837122842,4.812569048652601,11.52623194666665
3.822593502877229,3.4949825442186713,4.8826709875490195,12.463551347426064
3.857217908423686,2.569808053476268,4.662085525936977,10.7059467489333
4.018539253023434,3.197764217104651,4.887272105238014,13.82254143761631
4.0564149347184415,2.2221726450782504,4.731545220032685,13.335800170550499
4.178868522985842,2.812191950917529,4.872625361883075,16.553193170295845
4.178868522985842,2.812191950917529,4.872625361883075,16.553193170295845
3.9522658374694166,3.1760355839699095,4.809063613971961,11.16195120881424
3.83854597282285,1.8913486365065375,4.744572840900122,12.247711210479789
4.046642825926948,2.8683765070011495,4.684081388460439,11.955151268354882
4.210955146626557,2.9272847381620304,4.816507223226503,14.471658157262427
4.210955146626557,2.9272847381620304,4.816507223226503,14.471658157262427
3.915844946376827,3.0394482833655942,4.823505046551368,12.36674345944387
4.0966041102462745,3.097947339973842,4.841702409415657,15.125900134265498
4.217231073107748,2.708352594465093,4.730946828897591,11.209985237148725
3.696777632199479,2.8908484303915025,4.770915058000261,14.284310831362825
4.1733565615303325,2.472545199187223,4.9916608815556245,12.828110591097383
4.36852923295528,2.5934615780413273,4.747373031993011,12.058293149566758
3.779620049504354,3.1250806071361596,4.915499192152622,11.782578752895583
3.74626560344819,2.319412295354975,4.643992991842382,14.849004190730156
3.343887894334765,2.9230908871014316,4.876091469045338,12.920793955553286
3.6389839448824923,2.444646262458202,4.86296466244982,13.019852359671086
